Project: Project Number,,Actual Start Date,Actual Completion Date,Benefit: Benefit Name,Benefit Type,Annual Cost Savings,Electric Savings,District Steam Savings,Fuel Oil Savings,Natural Gas Savings,Propane Savings,Peak Demand Reduction,Project Type,Benefit Narrative
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Optimal Start/Stop Fine Tuning,Energy Savings,554,,,,,,,Retrocommissioning,"Optimal Start/Stop is a control feature that uses historical trend data from outdoor and indoor temperatures to determine the appropriate equipment start time prior to a building?s occupied mode. The idea is that on a cold morning, it will start the equipment earlier so that the space is up to temperature by the scheduled occupancy time. We recommend a review of the optimal start parameters and scheduled start times for all the AHUs and terminal equipment. We observed equipment or occupied setpoints being enabled at 2AM in order to prepare for a 6AM occupancy period. This may be needed at times, but based on trends it appears that most equipment is capable of quickly bringing spaces up to occupied temperature setpoints."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Storage Room 100 (FTR-1) Temperature Setpoint and Control,Energy Savings,41,394,,,,,,Retrocommissioning,"The storage room is unoccupied most of the time and unless sensitive supplies are stored there, the space temperature setpoint (both occupied and unoccupied) could be lowered. In addition, the fan coil heater frequently turns on for 3 minutes (about 100 fan starts per day). We recommend adjusting parameters to prevent short cycling. Staff could also consider if any other zones in the building are similar and could utilize lower heating setpoints."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Vestibule 101 Radiant Heating,Energy Savings,103,83,,,,,,Retrocommissioning,"Currently, the radiant heat is disabled when the outside air temperature exceeds 65°F. It could likely be locked out at a lower temperature, perhaps 50°F or 55°F. In addition, if people are not spending much time in the vestibule, it could likely be heated to a lower temperature (current setpoint is 70°F during the day). Note: Vermont code recommends a maximum of 55°F setpoint for vestibules. Staff noted issues with this space overheating on moderate days. In May, we observed the room exceeding 85F with the radiant heat operating, so we believe there are significant energy savings and comfort improvement opportunities.

A related issue is the exhaust fan control. Staff mentioned that the vestibule overheated on moderate days in the Fall and the exhaust fan did not turn on to cool the space. The logic will not let the exhaust fan run if the radiant floor pump is on. The control logic should be reviewed but reducing the outside air cutout and heating setpoint for the radiant system would likely help prevent overheating the space on moderate days."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,AHU-1 and AHU-2 Supply Air Temperatrure Control,Energy Savings,163,,,,,,,Retrocommissioning,"AHU-1 and AHU-2 use the room temperature PID loop to directly control the heating valve. One challenge with this type of control is that it does not easily allow us to maintain the temperature within a specific range. Trends indicate that supply air temperature has often exceeded 150°F. At that temperature, the air is likely to stratify, with warm air staying near the ceiling, and will not effectively mix the air in the room. We recommend reprogramming the AHUs to use a cascading loop; the room temperature control would be used to reset a supply air temperature setpoint. The hot water valve would modulate to maintain the supply air temperature setpoint, and the control logic could set maximum and minimum limits on the supply air temperature."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Ahu-1 and AHU-2 Nighttime VFD Speed and HHW Control Valve,Energy Savings,33,417,,,,,,Retrocommissioning,"At night, when these units turn on, they go to 100% speed and 100% valve position immediately. This allows them to quickly heat the space, but they only run about 5 minutes and often turn on about 10 times each night. With such a short run time, the air likely is not effectively mixed in the room. This measure would test out different parameters to gradually ramp the units and run them a bit longer when needed. Running the fans at a lower speed saves energy, but this measure mostly targets reduced wear and tear on motors/actuators."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Unoccupied Heating Setpoints,Energy Savings,207,394,,,,,,Retrocommissioning,"The building sets back the heating temperature setpoint throughout the building. There may be opportunity to set the temperature back more in some spaces. Currently, most spaces heat to 65°F at night. That is probably appropriate for rooms that are slow to heat back up in the morning. However, if there are rooms that easily meet their temperature setpoint first thing in the morning, it may be possible to set back the temperature a bit more. We recommend gradually testing setback temperatures and monitoring the spaces."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Cabinet Unit Heaters Tuning,Energy Savings,166,881,,,,,,Retrocommissioning,"Some of the cabinet unit heaters appear to be short cycling. The fan in CUH-2 appears to only run for 1 minute when it turns on. When the HHW valve opens, it goes to 100% and also only stays open briefly. We recommend checking the PID parameters and considering minimum run times or hysteresis to help reduce short cycling."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,HWP-1 Enable Setting,Energy Savings,59,441,,,,,,Retrocommissioning,"HWP-1, which circulates water through the heat exchanger on the building side, enables when outside air temperature is less than 65°F. The building appears to have little to no heating needs when outside air temperature is ~60°F. This measure would involve building staff lowering the cutout temperature by a few degrees, which would save pumping and possibly heating energy."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Access Additional Hot Water Piping Configurationi,Energy Savings,132,1902,,,,,,Retrocommissioning,"The piping in the addition has equipment from various ages and serves both heating and domestic hot water loads. There appear to be multiple bypasses in the system between the district heat and the end uses in the addition. This measure would trace out the piping and confirm which bypasses are needed. It would also investigate the domestic water plumbing (staff noted that there have been issues with domestic hot water in this area). If bypasses can be eliminated, there would be a pumping energy reduction."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Cafeteria AHU Heat Coil Valve,Energy Savings,273,394,,,,,,Retrocommissioning,"The Cafeteria AHU has face and bypass control and does not have any control valve for the hot water coil. Hot water is always flowing through the coil. When the AHU is heating, air is diverted through the coil. When the AHU does not need to heat, air is diverted around the coil. This sequence is needed to prevent freezing the coil because it is not a glycol system. However, there is a lot of wasted energy because, for example, when the AHU is off, hot water continues to heat the AHU. Trends indicate that this Winter, the unit was heated up to about 90°F at night when the unit was not operating. In addition, even though the unit has bypass dampers, there is likely some heat leaking into the airstream on moderate days, which could cause spaces to overheat."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Exhaust Fans Integrated into BAS,Energy Savings,389,,,,,,,Retrocommissioning,"The building has several (about 5-8 exhaust fans), but only EF-4, the kitchen exhaust fan, the auditorium exhaust fan, and the gym exhaust fan are integrated with the BAS. This measure would investigate the other exhaust fans and what they serve. If they can be turned off at night, it may be worthwhile to integrate them with the BAS so they can be scheduled on/off each day."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Gym and Small Gym Motion Sensors,Energy Savings,163,3333,,,,,,Retrocommissioning,"The gym and small gym have motion sensor for lights. This measure would investigate integrating the motion sensors into the BAS. Then the sequence would be modified so that if the space was empty during normal occupied, the AHU could be put into a standby mode. Normally, standby mode adjusts the setpoint by a couple degrees so that the space can quickly get back up to temperature when someone enters the room."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Distric Heat Bills,Energy Savings,,,,,,,,Retrocommissioning,MRPS staff noted that the district heat bills are quite high for this building compared to other MRPS buildings that heat with fuel oil. It is possible that there could be billing errors. This measure would investigate the district heat bills. We would check the district heat metering to ensure that MRPS is being billed for the appropriate quantity of heat. We would also review the billing methodology to ensure that the bill dollar amounts are being calculated correctly.
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,District Heat Minimum Valve Postion and Minimum VFD Speed,Energy Savings,,,,,,,,Retrocommissioning,"We understand from TCV that when the controls were set up, the district heat operators wanted to maintain a particular return water temperature and a minimum flow rate. On the district side of the heat exchangers, there is a control valve that normally has a minimum position of 25%. However, the sequence often does not maintain flow on the district side. The heat exchanger often delivers more heat than the building needs, and eventually the valve closes and there is no flow on the district side of the loop. We recommend discussing the specific requirements with the district heat operators. It may be beneficial to reduce the minimum valve position, which would allow the district flow to modulate more rather than shutting off and turning on repeatedly. 

Additionally, HWP-1, which circulates water through the heat exchanger on the building side, has a minimum speed of 17%. Depending on the motor ratings, it may be possible to reduce the minimum speed of the pump. Again, this would help the pump modulate for more hours rather than shutting on/off repeatedly."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Replace HWP-1 and HWP-1 With Smartpumps,Energy Savings,500,,,,,,,Retrocommissioning,"HWP-1, HWP-2, HWP-3, and HWP-4 all serve a similar function but while HWP-3 and HWP-4 have VFDs, HWP-1 and HWP-2 do not. The pumps are constant volume. This measure would modulate the pump speed.  Traditionally, this measure would involve installing VFDs and associated controls. However, we believe that a more cost-effective approach would be to replace the pumps with new ?smart? pumps, which have built-in speed control and do not require a separate VFD or controls sensors. We believe the capital cost of this measure would be slightly lower than a VFD installation and another benefit is that the school would get brand new pumps (whereas VFDs would continue using the existing pumps). We strongly urge commissioning of these pumps as smartpumps are often installed without proper programming of their modulation."
1499,Montpelier Roxbury Public Schools - Montpelier Union Elementary School RCx,2/17/2020,5/31/2020,Insulation and Air Sealing,Energy Savings,,,,,,,,Retrocommissioning,"There are opportunities for insulation and air sealing in several locations. The bulkhead doors leading to the basement are leaky. Pipe insulation appeared to be good, but there were a few sections missing insulation. Lastly, the foundation walls appeared to be uninsulated and would benefit from insulation and air sealing. This is not a retrocommissioning measure, but we suggest discussing it with Efficiency Vermont as there may be incentives available."
1501,RRMC AHU-3 System Replacement and Improvements,2/29/2020,12/31/2021,Outside Airflow Reduction,,16000,15462,,,990,,,MEP Cx,"The project was completed in two stages. During the first stage, the AHU operated with a minimum outdoor air flow. During the second stage, and HRV was installed to provide OA to the AHU, but the OA damper was not closed and left at the position set at stage 1. This measure ensured that the damper is closed."
1502,North Ave Alliance Church RCx,3/12/2020,11/30/2020,Replace Failed Equipment,Energy Savings,2075,13000,,,,,,Retrocommissioning,
1502,North Ave Alliance Church RCx,3/12/2020,11/30/2020,Fan Speed Modulation,Energy Savings,19550,123700,,,,,,Retrocommissioning,
1502,North Ave Alliance Church RCx,3/12/2020,11/30/2020,Rezone Classrooms,Energy Savings,5550,35100,,,,,0,Retrocommissioning,
1526,VT Transco New Haven Operations Facility Cx,6/26/2020,1/0/1900,Outside Air AFMS,IAQ,,,,,,,,MEPBE Cx,"The project design called for an airflow measuring station for measuring outside airflow for the 2 AHUs serving this building. During FPT, we found that these had never been installed because there wasn't enough straight run to install. However, this was never brought up to the team, so if we hadn't found this out during FPT, the AFMSs may never have been installed. This is still an ongoing issue (there really isn't enough straight run for these to be installed), but at least the team is now aware and is working on solutions."
1549,VT Transco Pinnacle HVAC Optimization,11/23/2020,9/30/2023,Miscellaneous Air Sealing,Energy Savings,200,,,,60,,,MEP Cx,Miscellaneous air sealing opportunities of an already decent performing warehouse building. Measures included primary overhead and person door weather-stripping as well as select air sealing at the wall base.
1555,Jay Peak Resort Waste Heat Recovery Design and Cx,2/9/2021,12/31/2022,Heat Pump Loop Heat Recovery,Energy Savings,38235,-270657,,,,45375,,MEP Cx,Water-to-water heat pumps were installed to recovery heat from the hotel heat pump loop to use to provide heat for water park HRUs and water features. Benefits include reduced propane consumption for boilers and reduced cooling tower electricity consumption. There is an overall increase in electric use due to the WWHP operation.
1569,UVMMC MPU Suite Renovations Cx,4/14/2021,1/10/2022,Bronch Exhaust not compliant in design documents,Code / Safety,,,,,,,,MEP Cx,"During our design review, we brought up that the Bronch Exhaust didn't align with ASHRAE 170 requirements - ASHRAE 170-2017 6.3.2.2 defines that bronch exhaust shall discharge to the atmosphere in a vertical direction at least 10FT above adjoining roof level with no rain cap. The original design had the horizontal discharge on side of building through louver. Additionally ASHRAE 170-2017 6.3.2.1.a defines that all ductwork within the building is under negative pressure. The original exhaust fan location resulted in positive pressure in building above a ceiling in the corridor. Both of these items had to be addressed in the design, but luckily this could occur early on in the project and didn't impact the project schedule."
1571,Vermont Gas Headquarters RCx,4/19/2021,7/31/2021,Optimize RTU Supply Air Temperature Control,Energy Savings,422,1497,,,383,,,Retrocommissioning,"According to the BAS graphics and the controls submittal, the supply air temperature setpoint for RTU-1 and RTU-2 is reset between 55°F and 65°F. The written sequence of operation from the controls submittal notes that the setpoint will be ?reset automatically based on VAV zone demand?, but provides no further detail on how this is programmed. Through the review of BAS trend data, it appears that this supply air temperature control sequence could be optimized to reduce energy consumption.

In general, the setpoint is slightly below 60°F when outdoor air temperatures are low and actually increases slightly at higher outdoor air temperatures. This may be resulting in significant reheat energy at the VAV boxes during the winter months, which could be reduced with a higher supply air temperature from the RTUs.

We recommend implementing a supply air temperature reset control sequence based on ASHRAE Guideline 368, which is considered current best practice. This involves instituting trim-and-respond control logic for the supply air temperature setpoint, whereby heating and/or cooling requests are generated by each zone based on the zone temperature deviation from setpoint, and the supply air temperature setpoint is either raised or lowered by a set amount based on the number of requests."
1571,Vermont Gas Headquarters RCx,4/19/2021,7/31/2021,Optimize RTU Outdoor Air Control,Energy Savings,447,2495,,,255,,,Retrocommissioning,"Currently RTU-1 and RTU-2 have minimum outside air damper positions of 10% and 30% respectively. Figure 11 and Figure 12 plot the outside air damper position vs. outdoor air temperature for RTU-1 and RTU-2. The OA damper for RTU-1 is commanded open to relatively high levels at fairly cold outdoor air temperatures to meet the supply air temperature setpoint, and then goes to minimum position when the economizer is disabled.

For RTU-2, it appears that at high outdoor air temperatures, the outside air damper may have been manually overridden to very low values.

It is unclear how the existing minimum outdoor air damper positions were determined. We suspect the 30% minimum for RTU-2 may be higher than necessary. We recommend calculating actual ventilation requirements for the building using ASHRAE Standard 62.1 ? Ventilation for Acceptable Indoor Air Quality. This procedure determines the necessary amount of ventilation air to introduce at the RTUs based on the space types served, floor area, and number of occupants. Once the proper airflow rate is calculated, a TAB contractor can determine the actual minimum damper position that will correspond to the necessary airflow.

We also recommend performing point-to-point testing to confirm the dampers are modulating correctly and match the positions shown in the BAS.

Additionally, ventilation only needs to be provided when there are occupants present in the building - outside air is not required during morning warmup or cooldown prior to occupancy10. We recommend implementing a morning warmup cycle for the RTUs, whereby units will operate with outdoor air dampers closed upon startup for an hour or so prior to occupants entering the building, after which outside air dampers will modulate open to minimum position. The outside air damper can also be closed when the unit cycles on during unoccupied periods to maintain the unoccupied temperature setpoint."
1571,Vermont Gas Headquarters RCx,4/19/2021,7/31/2021,Chilled Water Loop Differential Pressure Reset,Energy Savings,105,950,,,0,,0,Retrocommissioning,"The chilled water pump currently operates to maintain a fixed differential pressure setpoint in the chilled water loop. While this setpoint may be appropriate for periods when maximum cooling is required, the setpoint can be reset lower during part load conditions. This can be done through implementing ?trim and respond? control logic (similar to the supply air temperature reset measure), in which the differential pressure setpoint is reset between a minimum and maximum based on the position of control valves in the loop, while maintaining any required minimum flow through the chillers."
1571,Vermont Gas Headquarters RCx,4/19/2021,7/31/2021,Optimize Control of Hot Water Loop Pumps,Energy Savings,111,1000,,,,,,Retrocommissioning,"Based on trend data analysis, the hot water loop pump appears to operate continuously 24/7 throughout the year (Figure 13). During unoccupied periods over the summer and shoulder seasons, it is unlikely that heat would be required at all times in the building and the pump could be turned off. We recommend enabling the pump only when there is a call for heating from the building during unoccupied hours and during occupied hours when outside air temperatures are above 55°F. For occupied hours below 55°F, the pump would operate continuously."
1571,Vermont Gas Headquarters RCx,4/19/2021,7/31/2021,Release BAS Overrides,Energy Savings; O&M,,,,,,,,Retrocommissioning,"Occasionally, BAS overrides are put in place by facilities managers in order to temporarily solve a problem or address an issue and are left in place after the issue has been resolved. We only noticed one override in place ? the minimum flow for VAV-3 was overridden to 500 cfm. If there is no longer any need for this override, we suggest releasing it to normal operation, as high minimum flow values can potentially contribute to increased fan and chiller energy and reheat energy consumption."
1573,MVZ Holdings HVAC and Refrigeration System Assessment,4/26/2021,11/30/2021,Refrigeration Upgrade,Energy Savings,5374,29854,,,,,,Efficiency Consulting,"Refrigeration Rack System
Currently, the three walk-in coolers in the building are each served by a separate compressor, which rejects heat into the space where it is located. Installing a centralized refrigeration rack system would allow for the installation of a larger and therefore more efficient compressor to serve all three walk-ins. Significant savings can be realized by replacing the existing reciprocating compressors with new efficient scroll compressors. Savings would also result from rejecting heat to the outdoors during colder weather rather than the indoors. In addition, a central rack system would allow for a more controlled way to reject heat. For example, heat can be rejected to the outdoors if no heating is required in the building, or can be recovered, potentially as the first stage of heat in a space or to preheat domestic hot water.

Efficient Evaporator Fans and Evaporator Fan Control
Evaporator fans serving walk-in coolers and freezers typically run continuously, 24/7. These fans not only consume electricity while in operation, they also create heat that must be removed by the refrigeration system. There are two common ways that energy use by evaporator fans can be reduced. The first is to replace traditional shaded-pole motors with higher efficiency brushless DC motors, also known as electronically commutated (ECM) motors. The second method is to control the fan speed. Although evaporator fans run continuously, the refrigeration circuit is only operating part of the time. The rest of the time, the evaporator fans are just circulating air. Evaporator fan speed controllers allow fans to operate at low speed when the refrigeration circuit is off, saving additional energy.
We recommend installing efficient evaporator fans with ECM motors wherever feasible. We also recommend installing evaporator fan speed controllers such that the fans can operate at a lower speed during periods when the refrigeration circuit is not operational."
1573,MVZ Holdings HVAC and Refrigeration System Assessment,4/26/2021,11/30/2021,Implement Preventive Maintenance Plan,O&M,,,,,,,,Efficiency Consulting,"The building walkthrough revealed numerous opportunities to improve building maintenance. Consider implementing a preventative maintenance (PM) plan. A PM plan gives the building owner a timeline of how often the equipment in the building should be re-visited for regular maintenance to optimize its functionality. The PM plan should include items like changing filters, tightening fan belts, checking equipment functionality, cleaning refrigeration coils, tuning boilers, etc. Having a PM plan in place, whether internal or contracted out, will improve the lifespan of the building equipment, improve their functionality and efficacy, and improve occupant comfort."
1573,MVZ Holdings HVAC and Refrigeration System Assessment,4/26/2021,11/30/2021,Replace Filters in AHUs,O&M,,,,,,,,Efficiency Consulting,"One of the evident issues found during the building walkthrough was that filters were either very dirty, did not fit properly, or were not installed at all. We recommend replacing filters on a regular basis (every 3-6 months) to improve air quality and decrease stress on AHU fans. We also recommend ensuring the filters fit properly so that air cannot bypass the filter medium."
1573,MVZ Holdings HVAC and Refrigeration System Assessment,4/26/2021,11/30/2021,Automatic Variable Flow Kitchen Exhaust,Energy Savings,,,,,,,,Efficiency Consulting,"The primary kitchen exhaust hood in the Kingdom Table kitchen has variable frequency drives (VFDs) on the fan motors, meaning the fan speed can modulate. However, the fan speed is controlled by a dial on the wall, which kitchen staff set at a certain speed each shift and don?t change. We recommend removing these speed control dials and instead adding an interlocked temperature and/or infrared sensor that directs the kitchen exhaust to modulate with the load based on the heat coming off the cooking surface and/or level of steam and smoke. This will result in decreased total run times at the maximum speed, saving energy over the life of the exhaust fan."
1573,MVZ Holdings HVAC and Refrigeration System Assessment,4/26/2021,11/30/2021,Energy Recovery Units,IAQ,,,,,,,,Efficiency Consulting,"Ventilation to all the occupied spaces is critical for a healthy building and at the moment there is insufficient mechanical ventilation being brought into the building. We recommend installing an energy recovery unit for each tenant suite in the building as the lowest cost option for providing ventilation air. The spaces will use the other HVAC equipment for heating and cooling; the ERV will just provide the correct amount of outside air per space at a neutral temperature. For most spaces, this will require adding ductwork that leads outside, but each space?s ERV can tie into the existing AHUs? ductwork for distribution within the space. Installing a separate ERV for each tenant space means the ventilation costs are passed onto the tenant rather than to MVZ Holdings."
1578,180 Battery Street Expansion Cx,5/25/2021,2/28/2023,Summer Design Conditions,IAQ,,,,,,,,MEP Cx,"We recommended adjusting the summer outdoor design conditions from 85F dry bulb/69F wet bulb to 90F dry bulb/74F wet bulb. Humidity levels had been brought up by the owner as a concern, and at the originally proposed design conditions, there was likelihood that there would be humidity issues. Additionally, with climate change greatly affecting Burlington summer temperatures, a 90F dry bulb day is becoming more and more common, so using these parameters means the space will be more resilient over the long term."
1594,Pen Bay Medical Center ED Renovation and Expansion Cx,9/6/2021,12/31/2024,AII vs. Negative Pressure Rooms in Design,Code / Safety; IAQ; O&M,,,,,,,,MEP Cx,"Original design had negative pressure rooms, but wouldn't satisfy Airborne Infection Isolation (AII) room requirements. When CxA brought this issue up during our first design review, the hospital indicated these should be AII and changes needed to be made. If CxA hadn't brought this up, the hospital would not have the room types they needed."
1594,Pen Bay Medical Center ED Renovation and Expansion Cx,9/6/2021,12/31/2024,Exhaust fans proximity to AHUs OA intakes,Code / Safety,,,,,,,,MEP Cx,"From the design review - Several Exhaust Fans were too close to the AHUs OA Intakes. ASHRAE 170 spells out requirements, but AII and ER Waiting Room exhaust is 25' horizontally, and also must be discharged 10' above roof. 30' from the discharge of AII EFs (Hypotenuse) and other fans are too close. The design was updated to align with ASHRAE 170 and catching this during design review prevented a bigger issue down the road."
1596,State of Maine Greenlaw Building Renovation Cx,9/23/2021,3/31/2025,Coil Piping Issues,O&M,,,,,,,,MEP Cx,"Hot water and energy recovery coils were found to be piped differently than the design details.  In addition, the design details didn't specify a required reverse return piping arrangement on multiple coil banks.  We identified the piping issue and provided input to the design team and the contractor on piping arrangement to resolve the issues.  Identifying during construction prevented the need for rework at the end of the construction phase and potential postponing of occupancy to make necessary modifications."
1597,DHMC Specialty Pharmacy and Supply Chain Cx,9/29/2021,8/31/2023,Hot Water Pump Control,Energy Savings,,,,,,,,MEP Cx,"The hot water distribution pumps for the boiler 1 and 2 heating loop were specified to enable any time the outside air temperatures were below 60F. This would have resulted in the pumps running many more hours of the year than needed, which increases both energy use and strain on the pumps. We recommended including the additional requirement of a call for heat from an AHU control valve or DDC monitoring device in order for the hot water pumps to enable. This change was relayed to the controls contractor and will result in significantly decreased run-hours over the lives of these pumps."
1604,Paul J. Schupf Art Center Cx,11/1/2021,10/31/2023,Chiller vibration isolation,Code / Safety,,,,,,,,MEPBE Cx,"From a PFC site visit, it was noted that the chiller which is located on the roof was mounted without vibration isolation (springs) which was required per the specifications. This could have resulted in potential vibration/sound issues. The contractor will be installing the appropriate equipment."
1604,Paul J. Schupf Art Center Cx,11/1/2021,10/31/2023,Hot water pumps incorrect HP,O&M,,,,,,,,MEPBE Cx,From PFC - the installed hot water pumps were 1HP instead of 1.5HP per the design/submittal. This could have created potential capacity/flow issues once the building was occupied. The contractor has replaced these pumps with the correct ones.
1604,Paul J. Schupf Art Center Cx,11/1/2021,10/31/2023,Pump integration,O&M,,,,,,,,MEPBE Cx,The pumps had been submitted without bacnet cards even though they require integration. We recommended re-submitting w/bacnet
1607,Groundworks Collaborative 60 South Main Street Envelope Cx,11/29/2021,5/31/2022,US Passive House (PHIUS) Equivalent Air Barrier,Energy Savings,,,,,,,,BE Cx,"Commissioning efforts included installation verification visits, qualitative air barrier testing using theatrical fog, and compliance blower door testing and infrared imaging. The efforts of the BECx process helped yield blower door test results that met, and surpassed, equivalent air barrier thresholds set for 2021 US Passive House (PHIUS) performance standards (0.06 CFM50/SF, 0.08 CFM75/SF). Significant discoveries as a part of the commissioning process included window opening air leakage between air barrier and weather barrier sill flashings, ceiling air barrier cuts, tears, and disconnects at the perimeter, and potential warranty implications relating to the use of air barrier accessory materials."
1611,SVMC Chilled Water System Capacity Assessment,12/9/2021,12/31/2023,CHW Piping for greater chiller delta T,Energy Savings,,,,,,,,Retrocommissioning,We conducted an in depth review of the CHW plant and loads at SVMC. One outcome was that SVMC has acted on our recommendation to repipe a portion of the return which will increase the return water temps to the CHW plant. This wasn't a true RCx project but this seems the most appropriate phase. This will increase overall plant capacity while likely reducing the kW/Ton of the plant. We have pre and post implementation data from the plant and determining accurate savings should be straight forward.
1613,National Bank of Middlebury Seymour Street Branch Consulting,12/20/2021,12/31/2022,Integrated Heat Pump Design,Energy Savings,480,1790,,,785,,,Efficiency Consulting,"Replacing an R-22 split AC system with an ASHP with integrated controls for the boiler. Below 37F (economic balance point), the boiler operates, above 37F the Heat Pump operates"
1620,UVMMC 192 Tilley Drive 3T MRI Addition Cx,1/18/2022,8/31/2022,RTU Outside Air,Code / Safety,,,,,,,,MEP Cx,"This project is the addition of a new MRI, making a new exam room and equipment room. The rooms need to follow ASHRAE 170 guidelines since it's a medical space. However, we found during submittal review that the RTU they spec'd did not have outside air at all. This resulted in them spec'ing an economizer accessory to allow introduction of OA."
1620,UVMMC 192 Tilley Drive 3T MRI Addition Cx,1/18/2022,8/31/2022,Split AC Lineset Insulation Sealing,Energy Savings,,,,,,,,MEP Cx,"We recommended sealing lineset insulation for outdoor refrigerant piping b/c we've seen pitting & leaks in copper piping from water getting beneath the insulation. This can lead to refrigerant leaks. 3 benefits - lower maintenance costs (don't need to replace piping), lower operations cost (don't need to replace refrigerant), and prevention of GHG emissions (R410 and its awful GWP!!)"
1632,Earthkeep Farmcommon Engineering Consulting Services,3/29/2022,1/31/2023,Slab Edge / Foundation Insulation,Energy Savings,3150,2700,,,,950,,BE Consulting / Diagnostics,"Exterior infrared imaging revealed relatively significant conductivity around the perimeter of the building at the exposed slab edge/frost wall, as evidenced by the images below.

This is not uncommon to see for foundation/slab systems that are uninsulated. However, given much of the slab in this building contains radiant tube heat, the impacts on heat loss through the slab edge and on radiant distribution efficiency are more substantial. One small portion of the building, on the west side of the bakery space, has been insulated at the perimeter with 2? of extruded polystyrene (XPS) insulation. The extent of this insulation below grade is unknown. The difference in conductive heat loss can easily be seen in the following photo set.

We recommend that the entire slab edge/frost wall perimeter be insulated to code minimums with XPS (extruded polystyrene), GPS (graphite polystyrene), or high-density EPS (expanded polystyrene) rigid board insulation. Code minimum is currently R-20 for heated slabs and slab perimeters. XPS is the highest performing product in terms of R-value per inch, but the least environmentally friendly in terms of embodied carbon. GPS and EPS insulations have much smaller embodied carbon numbers but offer less R-value per inch of insulation. That said GPS insulation is a good compromise between XPS and EPS in terms of R-value, cost, and friendliness to the environment.
Cx Associates recommends 4-5? of insulation extending from the top of the frost wall to the footing. Insulations with premanufactured drainage grooves may be considered depending on the backfill utilized. Alternatively, you may choose to insulate only the above grade portions of the frost wall, which will save on material and labor costs, but will have a reduced effect on long-term energy savings.
Given the exposure of insulation above grade, and the protrusion beyond the plane of the framed wall, implementation should also consider a UV resistant finish (ex. stucco, vinyl/metal coil stock, etc.) as well as a drip cap flashing integrated with the wall so that water flashes out over the front of the insulation and not behind it."
1632,Earthkeep Farmcommon Engineering Consulting Services,3/29/2022,1/31/2023,Overhead Door Replacement,Energy Savings,7599,5000,,,,2400,,BE Consulting / Diagnostics,"Most overhead doors are uninsulated, likely due to the original nature of the building as an unconditioned space. The minimal R-value of the doors is established largely by the air films on either side of the door rather than the door itself. Additionally, most doors exhibited significant damage-related concerns at the perimeter that have a direct impact on the doors? performance from an air leakage or operability standpoint.

Between the low R-value and associated air leakage, we estimate these overhead doors collectively have a significant impact on the building?s energy consumption, total measured air infiltration, and the general cooling the building experiences on windy days.

Given the low R-value, poor operability, and poor general condition of overhead doors, Cx Associates recommends all overhead doors be replaced. First consider any doors which may not be necessary to present or future operations. Are there any that can be removed and infilled with insulated wall instead? There was uncertainty when asking this question during our analysis phase but realize that the best overhead door is unlikely to outperform a well-insulated wall. For example, the overhead door in the aquaculture space does not appear to be utilized given the insulation stuffed into the door head and the amount of equipment interior and exterior of it. Could this be infilled with insulated wall? Energy modeling assumes all overhead doors are simply replaced, so infill of overhead doors will only yield additional savings.

Given most overhead doors do not appear to be frequently utilized (meaning approximately 10 or more open/close cycles each day), it means most doors will perform more like walls most of the time than they will doors. Therefore, we recommend standard speed, thermally insulated overhead doors. Standard speed doors, versus high speed, are more readily available with higher R-value and lower air infiltration ratings. Target an R-15+ overhead door, ideally without any lites within the sections. Given the mixed-use of the building and potential for future changes, we suggest a heavy-duty door. Overhead Door Company makes several commercial door models that fit these criteria. Should the overhead door of the aqua-culture space be replaced (rather than infilled), we recommend the high R-value model 850 door by Overhead Door Company or a rubber-based high-speed door, given the high humidity environment. The former is steel clad but contains an R-value of up to R-26, reducing condensation potential on its interior surface. The latter is an exterior-rated durable rubber material that will not rust as a result of high humidity, and its high-speed characteristics will reduce heat lost by air leakage during its open/close duration. The drawback is that it does not boast any significant R-value due to its construction. Practically speaking, this may not be a significant concern given the residual heat put into this space as a result of the heated process tanks which are served by a boiler."
